sentence,범죄,혐오,선정,비도덕 아님,폭력,비난,욕설,차별
어휴 진짜 저런 것들은 갈기 갈기 찢어 버려야됨,0,0,0,0,1,0,0,0
사연자분이 엄청 강한 것 같다,0,0,0,1,0,0,0,0
외모나 목소리가 보통 멘탈 소유자가 아니신듯,0,0,0,1,0,0,0,0
여기서 갑자기 얼평을 한다고?,0,0,0,1,0,0,0,0
여자라고 얼굴부터 평가질 하네,0,0,0,0,0,1,0,0
엥? 그냥 표정이 덤덤하다고 말한 것 같은데?,0,0,0,1,0,0,0,0
이야 이거 정신병이네,0,0,0,0,0,1,0,0
이런 애들이 페미 망신 다시키네ㅋㅋ,0,0,0,0,0,1,0,0
어디서 몸굴리던 개버릇 남 못준다고 지금도 더럽게 몸 섞으면서 돈 벌고 있을 수도,0,0,1,0,0,0,0,0
역시 한국 여자답게 잘 벌리는 듯,0,0,1,0,0,0,0,0
저 여자애 부모도 그렇게 딸 낳은거겠지,0,0,0,0,0,1,0,0
진짜 그 어미에 그 딸ㅋㅋ,0,0,0,0,0,1,0,0
지 손주를 가차없이 보육원에 보내는거 보면 그 자식도 어떤지 각 나온다,0,0,0,0,0,1,0,0
아마 그 여자 전국 어디 술집에서 일하고 있을 수도,0,0,0,0,0,1,0,0
솔직히 그런 여자한테 당하는 빵셔틀도 문제지,0,0,0,0,0,1,0,0
그래 너도 당해봐라 그러길 빌게,0,0,0,0,0,1,0,0
그냥 자기랑 비슷한 변태 만나면 평생 잘 만나고 백년해로할듯,0,0,0,0,0,1,0,0
근데 저런 여자들도 있네?,0,0,0,1,0,0,0,0
아마 소라넷에서 영상찍는 여자들이 이런 여자일듯,0,0,1,0,0,1,0,0
아 나는 저런 여자 만나고 싶던데..,0,0,0,1,0,0,0,0
지금 남친이랑은 헤어지고 나한테 와라 내가 잘 박아줄게,0,0,1,0,0,0,0,0
와 진짜 너무 귀엽다,0,0,0,1,0,0,0,0
귀엽다고? 저게? 그냥 역겹기만 하고만,0,0,0,0,0,1,0,0
저게 뭐가 귀엽다는건지.. 눈높이가 그냥 쓰레기네,0,0,0,0,0,1,0,0
여기서 저거 귀엽다고 하는 사람 다 여자임,0,1,0,0,0,0,0,0
지랑 생각 안 맞으면 성별도 의심하는 클라스,0,0,0,0,0,1,0,0
에스파 얘네는 그냥 논란 그룹 아님?,0,0,0,0,0,1,0,0
"특히 중국, 일본 멤버들..",0,0,0,0,0,1,0,0
제발 좀 파렴치한 중국 일본인들 그룹에 넣지좀 말자,0,1,0,0,0,1,0,0
진심 한두번 뒤통수 당하는 것도 아니고 왜 매번 그래?,0,0,0,0,0,1,0,0
이정도면 일부러 논란 만들어서 인지도 올리려고 그러는듯,0,0,0,0,0,1,0,0
얼굴 이쁘고 몸매 좋아서 사귈 남자 많은가 보네,0,0,0,1,0,0,0,0
결국 남자는 그냥 이쁜 빵구만 필요하다는 거지,0,0,1,0,0,0,0,0
결론은 얘도 그냥 이쁜 걸렝이였다,0,0,1,0,0,0,0,0
관종병 말기다.. 불쌍하다 불쌍하다 해주니까 정신을 못차리는듯,0,0,0,0,0,1,0,0
남 비난하면서 돈 버는 너도 정상은 아닌듯 싶다,0,0,0,0,0,1,0,0
ㅇㅈ 그냥 관심을 끕시다,0,0,0,1,0,0,0,0
사생활 문란하다고 그렇게 까대더니 꼴 좋다,0,0,0,0,0,1,0,0
걔는 멤버 다 있는 숙소에 남자 데려와서 떡치는 중독자고,0,0,1,0,0,0,0,0
야 애인있는 남자 꼬셔서 떡친 사람이 할 말은 아니지,0,0,1,0,0,1,0,0
또 남의 나라 와서 범죄저지르는 흑형 수준,0,0,0,0,0,1,0,0
저러니 다른 인종들이 흑인들 싫어하지,0,1,0,0,0,0,0,0
그냥 쟤네는 아프리카로 돌아가서 살다가 굶어 죽어야됨,0,1,0,0,1,0,0,0
어휴 저 언니야들 또 발작 버튼 눌렸네,0,1,0,0,0,1,0,0
냅둬 그래봤자 같은 여자들한테도 조롱당하는 족속들임,0,0,0,0,0,1,0,0
저 꼴페미들 10년 후에 뭐 먹고 살려고 계속 저러는건지 모르겠음,0,1,0,0,0,1,0,0
10년 후에 살아있기라도 하면 다행이다ㅋㅋ,0,0,0,0,0,1,0,0
얘는 어떰?,0,0,0,1,0,0,0,0
오오 가슴 되게 큰데?,0,0,1,0,0,0,0,0
아 근데 너무 커서 오히려 안꼴림,0,0,1,0,0,0,0,0
그냥 잘 주는 가슴 큰 누나 느낌ㅋㅋ,0,0,1,0,0,0,0,0
꼭 그런애들 있음 자기가 피해자랍시고 그 동정과 연민의 시선 즐기는 애들,0,0,0,0,0,1,0,0
ㅋㅋㅋ딱 들어 맞는 듯,0,0,0,0,0,1,0,0
진짜 인스타 중독에 우울증 말기 소녀 납셨네 아주 대단하십니다,0,0,0,0,0,1,0,0
솔직히 저거 선넘은거 아니냐?,0,0,0,1,0,0,0,0
진심 울고불고 눈물 짜낼거면 방송 왜 하는거임?,0,0,0,0,0,1,0,0
적당히 해야지 이젠 받아주는 것도 지친다,0,0,0,1,0,0,0,0
진짜 가지가지 한다.. 관종 끝판왕인 듯,0,0,0,0,0,1,0,0
솔직히 정상적인 인간이라면 다 저런 반응이어야 하지 않나?,0,0,0,1,0,0,0,0
지들이 가해자처럼 행동해서 찔리니까 그렇지,0,0,0,0,0,1,0,0
가해자한테 감정이입 하는 것도 아니고 그만 좀 옹호해라,0,0,0,0,0,1,0,0
이러면 또 그남들 쿵쾅대면서 몰려오겠네,0,1,0,0,0,1,0,0
터무니 없는 논리보소 그 논리대로라면 니 아비도 똑같은 사람이네,0,0,0,0,0,1,0,0
다짜고짜 패드립하는거 보니까 각 나오네,0,0,0,1,0,0,0,0
너나 논리적으로 따져봐 아 맞는 말이라 못 따지는건가?,0,0,0,1,0,0,0,0
지 혼자 논점 벗어나서 무뇌 인증 잘하네ㅋㅋ,0,0,0,0,0,1,0,0
여가부는 왜 만들어서 일은 개판으로 하고 세금만 떼어 먹고 앉아 있냐?,0,0,0,0,0,1,0,0
여자들 능력 없으면 괜히 나대지 말고 비제이나 하면서 몸팔거나 꽃뱀짓 해서 능력있는 남자한테 빌붙거나 해라,0,0,1,0,0,1,0,0
ㅇㅈ 지들이 능력 없는 거면서 맨날 여자 억압하고 기회도 안 준다고 빼액거림,0,0,0,0,0,1,0,0
남자를 안만나기는 개뼈따구 그냥 니들이 개빻아서 좋은 남자를 못 만나는 듯,0,0,0,0,0,1,0,0
역시 한남들 수준ㅋㅋ 논리로 후달리니까 또 인신 공격하지,0,1,0,0,0,1,0,0
으 진짜 종특이네 가서 거울 보고 니 얼굴이나 관리해라,0,0,0,0,0,1,0,0
무식함 옮을 것 같아서 말 섞기 싫음 말도 걸지 마라,0,0,0,0,0,1,0,0
저런거 보니까 요즘은 겁나서 남자 못만나겠음,0,0,0,1,0,0,0,0
그래 평생 혼자 살아라 아님 양남한테 먹버당하시던지,0,0,1,0,0,1,0,0
진짜 딱 너같은 애들 때문에 못 만나겠다는 거다..,0,0,0,0,0,1,0,0
저런게 한남들 평균 모습이라니.. 없던 남혐도 생길 지경임,0,1,0,0,0,1,0,0
너 여친 임신한거 아니야?,0,0,0,1,0,0,0,0
그러게 좀 살도 찐 것 같고 저번에 보니까 되게 예민하시던데,0,0,0,0,0,1,0,0
에이 그런거 아니야 임신했으면 너네한테 말을 했겠지,0,0,0,1,0,0,0,0
너네한테 여친 계단에서 좀 굴려달라고 했겠지ㅋㅋ,1,0,0,0,1,0,0,0
남자 개쓰레기 만들기 페미 방송 또 시작했네,0,1,0,0,0,1,0,0
저거 보고 있으면 세상은 넓고 정준영은 많다는 생각이 든다,0,0,0,0,0,1,0,0
어후 정준영 이름 듣기만 해도 소름돋는다,0,0,0,0,0,1,0,0
어 얘도 전라도 출신이었어?,0,0,0,1,0,0,0,0
역시 앞뒤가 다른 전라도들..,0,1,0,0,0,0,0,0
라도는 나왔을 때부터 미리 걸러야 된다니까?,0,1,0,0,0,0,0,0
페미? 우리나라에 페미가 어디있음?,0,0,0,1,0,0,0,0
페미가 아니라 폐미겠지ㅋㅋ,0,1,0,0,0,1,0,0
폐기물만도 못한 쓰레기같은 종족들,0,0,0,0,0,1,0,0
미따위는 개나 줘버린 못생긴 것들이 나대는 집단이 바로 폐미지,0,1,0,0,0,1,0,0
애완동물 키우는 애들중에 정상인 없음 ㅋㅋㅋ,0,0,0,0,0,1,0,0
무슨 지 앞가림도 못하는데  뭘 키우냐,0,0,0,0,0,1,0,0
부모 없는 고아라서 대리만족 느낄려고 키우는듯 ㅋㅋㅋ,0,0,0,0,0,1,0,0
영화보는데 애기들 너무 시끄럽네,0,1,0,0,0,0,0,0
부모는 뭐하는데 애들이 저렇게 하게 놔두냐,0,1,0,0,0,0,0,0
저런 애나 키운 부모나 둘다 잡아서 묶어놓고 맞아야 정신차리지,0,1,0,0,1,0,0,0
같이 알바하는 오빠 차 샀다고 데려다 줬는데 무슨 똥차 사놓고 자랑을 하냐,0,0,0,0,0,1,0,0
외제차도 아니고 어디서 들어보네도 못한 차사고 좋단다 ㅋㅋ,0,0,0,0,0,1,0,0
에휴 참 저런걸 부끄러워서 누가 타고 다녀,0,0,0,0,0,1,0,0
악플 달린 연예인들 자살하는거 보면 참 바보같아,0,0,0,0,0,1,0,0
그런 멘탈로 무슨 일을 하겠다고 ㅉㅉ,0,0,0,0,0,1,0,0
동정 받을려고 그러는 거잖아 ㅋㅋㅋㅋ,0,0,0,0,0,1,0,0
나이도 어린것들이 군대는 갔다왔냐?,0,0,0,0,0,1,0,0
또 틀딱이가 군대타령 하네 노인네들 집가서 잠이나 자라,0,1,0,0,0,1,0,0
어휴 가서 엄마 모유나 더먹고 와라,0,0,0,0,0,1,0,0
조두순같은 성 범죄자들을 사회에 풀어놔도 되나?,0,1,0,0,0,0,0,0
아니 이렇게 풀어놓으면 또 피해입는 사람이 있을텐데 경찰은 뇌가 있는거냐,0,1,0,0,0,0,0,0
성 범죄자들 싹다 거세하거나 사형시켜야지 세금만 먹고 하는게 하나도 없네;;,0,1,0,0,0,0,0,0
성매매하는 업소녀나 아이돌이나 다를게 뭐냐,0,0,1,0,0,0,0,0
업소에서 엉덩이 흔들면 성매매고 방송에서 흔들면 아이돌이지 ㅋㅋ,0,0,1,0,0,0,0,0
아이돌도 성매매랑 똑같이 취급해야함 ㅎㅎ,1,0,1,0,0,0,0,0
"내 남자친구 입냄새나,, 어떡하지?",0,1,0,0,0,0,0,0
ㅋㅋㅋ더러워서 뽀뽀는 어떻게 해?,0,1,0,0,0,1,0,0
"숨 참고 하_ㅋㅋ 진심 뽀뽀할때마다 토할것 같다 ,,",0,1,0,0,0,1,0,0
저 여자 머리 떡진 거봐,0,1,0,0,0,0,0,0
으으 더러워 기름 짜면 주유소 하나 차리겠네,0,1,0,0,0,0,0,0
ㅋㅋㅋ옆에가면 냄새날듯 ;;,0,1,0,0,0,0,0,0
기안84왕따 사건 어떻게 생각해?,0,0,0,1,0,0,0,0
다른 출연자들이 완전 개념없네;;,0,0,0,0,0,1,0,0
내가 생각할땐 기안이 그동안 왕따 당할짓 한듯ㅋㅋ,0,0,0,0,0,1,0,0
아동 관련 사이트 좀 알려주세요 내공 50걸께요,1,0,0,0,0,0,0,0
겨우 내공 오십으로?,0,0,0,0,0,1,0,0
한번보고 말건데 돈내고 보기는 좀 그렇잖아~,1,0,0,0,0,1,0,0
요즘 헬스장 다니면서 여자들 보는게 취미야~,0,0,0,0,0,1,0,0
캬 여자들 엉덩이봐 한번 주물러 보고싶네,0,0,1,0,0,1,0,0
나 일부러 여자 엉덩이 잘보이는 쪽으로 가서 운동하잖아 ㅋㅋ,0,0,1,0,0,1,0,0
나 요즘 취미로 요리 배우는데 쫌 잘하는듯,0,0,0,1,0,0,0,0
오~ 시집 잘가겠네 혹시 장래희망 전업주부야?ㅋㅋ,0,0,0,0,0,1,0,0
ㅋㅋ 집에서 편하게 남편 돈이나 빨아먹어야지~,0,0,0,0,0,1,0,0
카공족들 다 사라졌으면,0,0,0,0,0,1,0,0
거지들이 아메리카노 하루 종일 앉아있는거 꼴보기 싫다,0,0,0,0,0,1,0,0
죽치고 앉아 있을꺼면 자릿세 내게 해야된다니까,0,0,0,0,0,1,0,0
옆 테이블 진짜 시끄럽네,0,0,0,0,0,1,0,0
말하는 거 들어보니까 무슨 대학교 어쩌구 하던데,0,0,0,1,0,0,0,0
지잡스런대 주제에 자랑은 하고 싶은가 보네? ㅋㅋㅋ,0,0,0,0,0,1,0,0
휴재할때 마다 누가 돌아가셨다 이러면서 쉬는거 핑계아니냐,0,0,0,0,0,1,0,0
ㅇㅈ 쉬고는 싶은데 마땅한 이유는 없으니 가족이라도 파는거지,0,0,0,0,0,1,0,0
이번이 할머니였으니까 앞으로 핑계거리 아빠 엄마 할아버지 3번남았네,0,0,0,0,0,1,0,0
홍어같은 걸 왜 먹는거야?,0,1,0,0,0,0,0,0
역시 지방이라 그런가 이상한것도 잘먹네 ㅉㅉ,0,1,0,0,0,0,0,0
ㅋㅋㅋ 이게 음식이야 똥이야 지방애들은 촌스러운게 먹는것도 문제있네,0,1,0,0,0,0,0,0
행사를 할꺼면 제대로 하던가 끝에와서 가격을 바꿔버리네 ㅋㅋㅋ,0,0,0,0,0,1,0,0
핸드폰이 한 두푼인가 싼것도 아닌데;;,0,0,0,0,0,1,0,0
지들 능력이 안되니까 입이라도 털어야 벌어먹지 안그래면 쟤네 가족들 아사할듯,0,0,0,0,0,1,0,0
지들 수준에 맞게 살아야지,0,0,0,0,0,1,0,0
돈도 못버는 것들이 꼭 사치는 엄청 부리더라,0,0,0,0,0,1,0,0
그렇게 명품이 사고 싶으면 부모님 등골 빼먹지말고 니들 몸이라도 팔아 ㅋㅋ,0,0,1,0,0,1,0,0
학교보다 회사가 더 왕따가 심한거 같아,0,0,0,1,0,0,0,0
그건 니가 거기서도 이상한 짓이 하니까 그런거지,0,0,0,0,0,1,0,0
벌레 같이 행동하는 부모님이 니 모습 보면 눈에 피눈물 흐르겠다 ㅋㅋㅋ,0,0,0,0,0,1,0,0
페미가 근데 성평등을 주장하는거면 좋은거 아닌가?,0,0,0,1,0,0,0,0
그건 정상 페미고 한국페미들은 그냥 돼지들이 찡찡거리는거라 문제지,0,0,0,0,0,1,0,0
ㅇㅈ 근간이 남성혐오라 그냥 남자랑 말한번 못 섞어본 돼지들이 꽥꽥거리는거,0,0,0,0,0,1,0,0
베트남 여자랑 결혼은 왜하는거냐 ?,0,0,0,0,0,1,0,0
능력 없으니까 한국여자는 안되고 그렇다고 결혼은 하고싶고 참 한심해,0,0,0,0,0,1,0,0
베트남 입장에서는 몸팔아서 돈벌고 한남은 성욕 처리하고 얼마나 좋아 ㅋㅋ,0,0,1,0,0,1,0,0
사람들이랑 이제 말하는게 너무 무서워..,0,0,0,1,0,0,0,0
너랑 대화하는사람들도 많이 무서워 할듯 좀 말좀 하지마,0,1,0,0,0,0,0,0
어우 입좀 열지마라 입에서 무슨 하수구 쉰내가 나냐,0,1,0,0,0,0,0,0
백신 맞고 부작용 때문에 세상떠난 여학생 너무 불쌍하다..,0,0,0,1,0,0,0,0
뭐가 불쌍해 예비페미 사라진건데 축하할 일이지,0,0,0,0,1,1,0,0
캬 백신이 페미만 골라서 골로 보내는구나 ㅋㅋㅋ,0,0,0,0,1,1,0,0
k-pop 좋아하는 외국인들은 다 머리가 어떻게 된건가?,0,0,0,0,0,1,0,0
아니 무슨 복제품 찍어내는것 마냥 다 똑같은데 저런게 좋나?,0,0,0,0,0,1,0,0
기억력에 문제가 있어서 비슷한걸 들어도 금방 까먹고 좋아하는거지,0,0,0,0,0,1,0,0
문재인이 중국 대우하는 거 보면 진짜 답도 안나온다,0,1,0,0,0,0,0,0
내가 볼땐 중국에서 내려온 스파이가 아닐까?,0,1,0,0,0,1,0,0
그냥 답도 없는 빨갱이라 중국에 머리 깨진듯,0,0,0,0,1,1,0,0
후임 하는 짓 보니까 진짜 화나네,0,1,0,0,0,0,0,0
무슨 폐급짓을 저렇게 하지? 쟤는 귀가 없는건가?,0,0,0,0,0,1,0,0
딱 모습을 보니 밖에서도 똑같이 무시당하다 들어 왔나보네,0,0,0,0,0,1,0,0
왕따 당하는 애들은 솔직히 그럴만한 이유가 있지 않냐?,0,0,0,0,0,1,0,0
각자 이유 하나씩 가지고 있는데 지들이 잘못한거 아닌가?,0,0,0,0,0,1,0,0
그런애들 가라고 대안학교가 있는건데 왜 일반학교 와서 찡찡거리냐,0,0,0,0,0,1,0,0
노숙자들 무료 급식같은걸 왜 하는질 모르겠어,0,0,0,0,0,1,0,0
내가 노숙자 밥먹일려고 세금내는건가? 이럴거면 나도 탈세하지,1,0,0,0,0,1,0,0
지들이 능력 없어서 길거리에 나앉은 인간들을 뭐라고 먹여 살리냐,0,0,0,0,0,1,0,0
박나래 하는 짓 보니까 이렇게 될 줄 알았다,0,0,0,0,0,1,0,0
어떻게 대상 탔는지 신기하네 몸이라도 대줬나?,0,0,1,0,0,1,0,0
난 쟤가 다리벌려도 안먹는다;;,0,0,1,0,0,1,0,0
애니 프사 해놓는 애들은 도대체 심리가 뭘까?,0,0,0,0,0,1,0,0
심리는 무슨 심리야 그냥 사람으로 더 이상 살지 않기로 선언한거지 ㅋㅋㅋㅋ,0,0,0,0,0,1,0,0
저런 애들은 2d보면서 내 여친거리는 돼지들이겠지 어우 더러워;,0,1,0,0,0,1,0,0
"몸쓰는 경찰, 군인 같은 직업에 왜 여자들이 있는거임?",0,0,0,0,0,0,0,1
여자들 없으면 페미들이 와서 빼액 거리니까 그렇지 ㅋㅋ,0,0,0,0,0,1,0,0
페미들 표 얻어볼려고 하는 정치인이 여자라 숭배하는 남페미랑 다른게 뭐지;,0,0,0,0,0,1,0,0
군대 갈때는 우리아들 다치면 니네 아들,0,0,0,0,0,1,0,0
진짜 우리나라 군대 비리만 넘쳐나고 이딴 것들에 들어가는 내 세금이 아깝다,0,0,0,0,0,1,0,0
윗대긋빡들 싹다 목을 쳐내야지 그게 아니면 앞으로도 답없다,0,1,0,0,1,0,0,0
택시기사 말거는거 진짜 싫다,0,1,0,0,0,0,0,0
아니 그냥 돈만받고 조용히 가면 안되나? 늙은이 얘기 들어주기 싫은데,0,1,0,0,0,0,0,0
고작 택시기사가 뭐라도 된거마냥 떠드는거 진짜 역겹다,0,1,0,0,0,0,0,0
능력이 없으면 기어 나오질 말던가,0,0,0,0,0,1,0,0
ㅇㅈ 능력 없이 나와서는 사람들이 욕한다고 뭐라 그러네 지들 생각은 안하고,0,0,0,0,0,1,0,0
쟤네는 저렇게 동정표라도 먹고 살아야지 안그러면 지하에서 썩을껄 ㅋㅋㅋ,0,0,0,0,0,1,0,0
썰 푸는 프로그램들 나오는 얘기들은 전부 사실이야?,0,0,0,1,0,0,0,0
저런게 사실이겠냐 지들 망상인거지 ㅋㅋㅋ,0,0,0,0,0,1,0,0
다 작가들이 소설쓰고 각본하는거 ㄹㅇ 저런걸 방송이라고 질떨어진다,0,0,0,0,0,1,0,0
인스타에 매일 가방 사는꼴을 보니 ㄱㅊㄴ인가,0,0,0,0,0,1,0,0
지돈으로 사는게 아니라 부모 등꼴 빼먹는거 같은데,0,0,0,0,0,1,0,0
부모도 돈 없어서 몸 팔아서 사는듯,0,0,1,0,0,1,0,0
왜 유튜브에서 노래하고 난리냐,0,0,0,0,0,1,0,0
능력안되는거 아니까 여기서라도 벌어먹겠다고 그러는 거잖아,0,0,0,0,0,1,0,0
돈 쉽게벌려고 하네; 이래서 노래한다고 설치는 애들은 매를 맞아야해,0,0,0,0,0,1,0,0
유명 연예인들 유튜버 하는 꼬라지 봐라,0,0,0,0,0,1,0,0
이제 방송계에서 못 빨아 먹으니까 여기까지 진출했네,0,0,0,0,0,1,0,0
저렇게 돈 밝히는 애들 뭐가 좋다고 좋아해주지? 이런거 보는 애들도 다 저능아 인가보네,0,0,0,0,0,1,0,0
캬 강에 빠진 강아지 구했다더니 ㅋㅋㅋ,0,0,0,1,0,0,0,0
그렇게 주작으로 돈이 벌고 싶나 돈독이 아주 머리 끝까지 올랐네,0,0,0,0,0,1,0,0
애완동물이 효자야 저런 무능한 것도 사람구실하게 돈도 벌어다주고,0,0,0,0,0,1,0,0
요리 유튜버라면서 이상한걸 만드냐?,0,0,0,0,0,1,0,0
요리사 맞아? 결과물이 무슨 공장에서 일하다 온거 같은데,0,0,0,0,0,1,0,0
손으로 똥을 만들 수 있는 능력이 있나 하는 것 마다 다 오물들이네 ㅋㅋㅋ,0,0,0,0,0,1,0,0
너같은게 길거리 돌아 다닌다 생각하니까 좀 무섭다,0,0,0,0,0,1,0,0
어? 사람말을 하네? 짐승 아니었어??,0,0,0,0,0,1,0,0
ㅋㅋㅋ 널 낳은 부모를 내가 계단에서 밀었어야 했는데,0,0,0,0,1,1,0,0
요즘도 훈계질 하는 사람이 있나?,0,0,0,1,0,0,0,0
그 사람들 하도 딱딱 거려서 틀니 부셔짐 ㅅㄱ,0,0,0,0,0,1,0,0
이빨도 없는데 밥 축내지말고 얼른 사라지렴,0,0,0,0,0,1,0,0
손님들 와서 몸 훑어 보는거 너무 짜증나;,0,0,0,0,0,1,0,0
누가? 너 같은 돼지를?,0,0,0,0,0,1,0,0
아 같은 돼지가 암컷 돼지봐서 그랬나보다 ㅋㅋㅋ,0,0,0,0,0,1,0,0
페미짓 할꺼면 논리라도 맞던가,0,0,0,0,0,1,0,0
앞 뒤 맞지도 않는 말하면서 __ 우기네,0,0,0,0,0,1,0,0
지능이 짐승이라 어쩔 수 없나봐 ㅋㅋㅋ,0,0,0,0,0,1,0,0
페미 언냐들은 성범죄 걱정은 안해도 되겠다 ㅎㅎ,0,0,0,0,0,1,0,0
저 몸으로 돌아다니는데 뭔 걱정을 해 ㅋㅋ,0,0,0,0,0,1,0,0
저런 것들은 집이 아니라 사육장에서 돼지랑 같이 키워야하는데,0,0,0,0,1,1,0,0
애완동물 내 세워서 방송하는게 _케 보기싫지,0,1,0,0,0,0,0,0
지들 밥벌이 할려고 동물을 파네,0,1,0,0,0,0,0,0
이제는 하다하다 사람이 아니라 동물한테 빌붙어서 사네 ㅋㅋㅋ 니네가 사람이냐,0,1,0,0,0,1,0,0
돈이 없으면 대학을 오지 말아야지;,0,0,0,0,0,1,0,0
대학 한번 다니겠다고 대출까지 받네 ㅋㅋㅋ,0,0,0,0,0,1,0,0
학교 다녀봤자 밑 바닥 인생 안변하는데 그냥 가서 막노동이나 하지 ㅋㅋㅋ,0,0,0,0,0,1,0,0
지나가는 노인들 보면 머리가 있긴 있는건가 싶다,0,1,0,0,0,0,0,0
무슨 나이만 먹고 머리에 든건 다 빠져나가나,0,1,0,0,0,0,0,0
노인들 지구에서 싹 청소 해버려야되는데 노인네가 먹는 음식이 아깝다,0,1,0,0,0,0,0,0
설리가 그렇게 된거 너무 불쌍하다..,0,0,0,1,0,0,0,0
그니까.. 그렇게 갈꺼면 나 한번 대주고 가지,0,0,1,0,0,1,0,0
와 말하는 꼴봐 니네 엄마한테나 가서 대달라고 해,0,0,1,0,0,1,0,0
위안부가 맞다는 증거가 있냐?,0,0,0,1,0,0,0,0
50년 지나면 강남 오피녀들도 위안부 취급 받겠네,0,0,1,0,0,1,0,0
이제는 없어져서 위안부 증명도 못해~,0,0,0,1,0,0,0,0
얼굴 볼록한게 여기저기 뭘 넣은거야;;,0,0,0,0,0,1,0,0
와 무슨 외계인 보는줄 저렇게 혐오스럽기도 힘들겠다,0,1,0,0,0,0,0,0
얼굴 바늘로 찌르면 피가 아니라 실리콘 나오겠네 ㅋㅋㅋ,0,1,0,0,0,1,0,0
우리나라가 무슨 게임강국이냐 ?,0,0,0,1,0,0,0,0
프로게이머들 하는거 보면 내가 발로해도 저것보단 잘하겠다,0,0,0,0,0,1,0,0
학교에서 따당하던 애들이 게임잘한다고 기어 나오는거 보면 머리 깨버리고 싶다,0,0,0,0,0,1,0,0
아이유 뭐가 좋다고 난리냐,0,0,0,0,0,1,0,0
여자면 가슴이랑 골반인데 저런 빈약한게 뭐가 좋다고 ㅋㅋㅋ,0,0,1,0,0,1,0,0
ㅇㅈ 우리 옆집 초등학생이랑 똑같은데 좋아하는 애들은 다 소아성애자인가?,0,0,1,0,0,1,0,0
단원고 특별전형으로 학교간 애들은 꿀이겠네,0,0,0,0,0,1,0,0
진짜 부럽다 ㅜㅜ 누구는 3년동안 공부해서 힘들게 갔는데,0,0,0,0,0,1,0,0
