sentence,d_num,speaker,label,혐오,선정,범죄,욕설,비난,비도덕 아님,폭력,차별
헐 얼굴 보톡스봐 징그러워,1685,화자1,비난,0,0,0,0,1,0,0,0
울룩불룩 저게 얼굴이야 탱탱볼이야?,1685,화자2,비난,0,0,0,0,1,0,0,0
진짜 저게 예쁜 줄 아나...? 완전 괴물인데..,1685,화자1,비난,0,0,0,0,1,0,0,0
쟤네 엄마랑 아들아니야?,1686,화자1,비난,0,0,0,0,1,0,0,0
무슨 아줌마처럼 생긴게 아들뻘이랑 사귀냐 ㅋㅋㅋ,1686,화자2,비난,0,0,0,0,1,0,0,0
아줌마  자기 분수를 알아야지;;,1686,화자1,비난,0,0,0,0,1,0,0,0
저 복학생 왜 슬리퍼 벗고 있어? 발냄새 오져,1687,화자1,비난,0,0,0,0,1,0,0,0
ㅋㅋㅋ발이 거의 스컹큰데? ㅋㅋ,1687,화자2,비난,0,0,0,0,1,0,0,0
발냄새때문에 공기 오염되느중..,1687,화자1,비난,0,0,0,0,1,0,0,0
길거리 흡연충 혐오스럽네,1688,화자1,혐오,1,0,0,0,0,0,0,0
집가서 부모님 앞에서나 담배피지;; 왜 나와서 민폐냐,1688,화자2,혐오,1,0,0,0,0,0,0,0
그러게 흡연충들 한 방에 모아놓고 지들 담배 연기맡는 고문 받아봐야 됨 ㅋㅋ,1688,화자1,"혐오,범죄",1,0,1,0,0,0,0,0
쟤 왜케 멍청해?ㅋㅋㅋ,1689,화자1,비난,0,0,0,0,1,0,0,0
내말이 ㅋㅋ 쟤는 소로 치면 D등급일 듯,1689,화자2,비난,0,0,0,0,1,0,0,0
야 소는 먹기라도 하지 쟤는 쓸데도 없자나 ㅋㅋ,1689,화자1,비난,0,0,0,0,1,0,0,0
안산 선수 진짜 페미야??,1690,화자1,비도덕 아님,0,0,0,0,0,1,0,0
말투나 머리스타일 보면 페미 맞는듯,1690,화자2,비난,0,0,0,0,1,0,0,0
"으,, 좋게 봤는데 페미라니까 정 뚝 떨어지네",1690,화자1,비난,0,0,0,0,1,0,0,0
아 입냄새 쩌네 입 틀어막아버리고 싶다,1691,화자1,혐오,1,0,0,0,0,0,0,0
ㅋㅋㅋ똥 먹은거 아니야?? 주식이 똥인듯,1691,화자2,혐오,1,0,0,0,0,0,0,0
우웩;; 똥 먹었으면 이해라도 가지 뭘먹었길래 입에서 하수구 냄새가 나냐,1691,화자1,혐오,1,0,0,0,0,0,0,0
헐 이번 오토바이 사고 무슨일이야,1692,화자1,비도덕 아님,0,0,0,0,0,1,0,0
"에휴,, 그니까 겉멋만들어서 멋진척 오토바이 타다가 저세상간거 아니야~",1692,화자2,비난,0,0,0,0,1,0,0,0
즉사했다던데 지 무덤 지가 판거지 뭐,1692,화자1,비난,0,0,0,0,1,0,0,0
이번 우리 대학 입결 더 떨어질듯,1693,화자1,비난,0,0,0,0,1,0,0,0
응 그건 님 뇌피셜~ 님 같은 사람때문에 수준 낮아져서 입결떨어지는 거임,1693,화자2,비난,0,0,0,0,1,0,0,0
ㅋㅋㅋ너보단 수준 높다 이 저능아야,1693,화자1,비난,0,0,0,0,1,0,0,0
연예인 콘서트에 아줌마들 혐오스럽네,1694,화자1,혐오,1,0,0,0,0,0,0,0
진짜 나잇값 못한다;;,1694,화자2,혐오,1,0,0,0,0,0,0,0
기어나오지말고 집에서 저녁이나 차리지,1694,화자1,"혐오,차별",1,0,0,0,0,0,0,1
저사람 먹는 모습봐라 완전 추함,1695,화자1,비난,0,0,0,0,1,0,0,0
기초수급자 아니야?ㅋㅋ 몇일 굶은 듯,1695,화자2,비난,0,0,0,0,1,0,0,0
거지랑 한 식당에서 밥 먹으니까 불쾌함,1695,화자1,혐오,1,0,0,0,0,0,0,0
저 아줌마 아저씨들 불륜같지 않냐?ㅋㅋㅋ,1696,화자1,비난,0,0,0,0,1,0,0,0
옷차림 딱봐도 불륜이데 천박하고 더럽다 ㅋㅋ,1696,화자2,비난,0,0,0,0,1,0,0,0
다 늙어서 더럽게 뭐하는 짓이야 짐승들 ㅉ,1696,화자1,비난,0,0,0,0,1,0,0,0
"할머니들 짐 들도 버스좀 안탔으면,,,",1697,화자1,비도덕 아님,0,0,0,0,0,1,0,0
진짜 냄새나고 자리차지하고 민폐갑이야 짜증나,1697,화자2,혐오,1,0,0,0,0,0,0,0
싹다 치매 걸려서 방구석에만 있었으면,1697,화자1,"혐오,폭력",1,0,0,0,0,0,1,0
뼈빠지게 낸 세금 털어먹는 것들은 다 지옥가야돼,1698,화자1,혐오,1,0,0,0,0,0,0,0
양아치놈들이 국가보조금으로 킹크랩 먹고 자빠졌네,1698,화자2,"혐오,비난",1,0,0,0,1,0,0,0
다 깜빵에 쳐넣어야 세금 귀한줄 알지;;,1698,화자1,"혐오,비난",1,0,0,0,1,0,0,0
기간제들 무슨 자신감으로 정직원 시위하는거야? ㅋㅋ,1699,화자1,비난,0,0,0,0,1,0,0,0
자기들이 능력안되서 기간제로 들어온 주제에 ㅋㅋㅋ,1699,화자2,비난,0,0,0,0,1,0,0,0
적당히 쓰다 버려질 것들이 조용히라고 하고 있지..꼴뵈기 싫어 죽겠네,1699,화자1,혐오,1,0,0,0,0,0,0,0
쟤 일하는거 느려터져서 답답해죽겠어,1700,화자1,비난,0,0,0,0,1,0,0,0
저런애들은 좀 맞아야 빨리빨리 한다니까?ㅋㅋ,1700,화자2,폭력,0,0,0,0,0,0,1,0
역시 노예 근성 어디 안가네 ;;,1700,화자1,비난,0,0,0,0,1,0,0,0
심사위원들은 거문고 싫어하는게 당연한거 아님?,1701,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그치 어디 ㅈ문고가 밴드에 비벼ㅋㅋㅋ,1701,화자2,"비난,욕설",0,0,0,1,1,0,0,0
임기옹변제발 나쁜남자 컨셉 잡아줬으면,1702,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그래야 먹힘 제발극혐 게이 컨셉만은 아웃,1702,화자2,"혐오,비난",1,0,0,0,1,0,0,0
임윤성은 지금이 더 잘어울리는거같은데 댓들 왜 자꾸 뭐라함,1703,화자1,비도덕 아님,0,0,0,0,0,1,0,0
싸개들이 발작중인거임,1703,화자2,"혐오,비난",1,0,0,0,1,0,0,0
역시 모든걸 망쳐버리는 그성별의 치맛바람,1703,화자1,"혐오,비난",1,0,0,0,1,0,0,0
유_ 댓글에 빠질하는 줌마들 너무 많아서 짜증남ㅋㅋㅋㅋㅋ,1703,화자2,"혐오,비난",1,0,0,0,1,0,0,0
임기옹변 여자는 그저 삼일한인걸 잊지만 마라,1703,화자1,"혐오,비난,폭력,범죄",1,0,1,0,1,0,1,0
아줌마들 말은 그냥 한귀로 듣고 한귀로 흘리고 돈줄로 생각하면 됨,1703,화자2,"혐오,비난",1,0,0,0,1,0,0,0
ㅇㅇ그성별은 어차피 알못 얼빠들임 티켓팔이에 불과하다는걸 명심해라,1703,화자1,"혐오,비난",1,0,0,0,1,0,0,0
솔직히 우리보다 스우파가 재미있긴 해,1704,화자1,비도덕 아님,0,0,0,0,0,1,0,0
보니까 저기도 뷰지가 깝치는건 똑같음,1704,화자2,"혐오,비난,선정",1,1,0,0,1,0,0,0
ㄱㅊ가 나대내 패고싶게^^,1704,화자1,"비난,선정,폭력",0,1,0,0,1,0,1,0
비걸 예리 이 ㅆㄴ은 뭐임,1705,화자1,"비난,욕설",0,0,0,1,1,0,0,0
애초에 뷰지가 맞긴 함?ㅋㅋ,1705,화자1,"비난,선정",0,1,0,0,1,0,0,0
뭔 장애인이라던데 딴따라 하지말고 그냥 뒤졌으면,1705,화자2,"비난,폭력,범죄",0,0,1,0,1,0,1,0
이 프로 줌마들이 많이봄?,1706,화자1,비도덕 아님,0,0,0,0,0,1,0,0
ㅇㅇ줌마들 많은거같음,1706,화자2,비도덕 아님,0,0,0,0,0,1,0,0
아주매미들 여기서 진지빨시간에 남편 진지나 차릴것이지,1706,화자3,"차별,혐오,비난",1,0,0,0,1,0,0,1
남편 등골 쪽쪽 빨아먹느라 바빠,1706,화자2,"혐오,비난",1,0,0,0,1,0,0,0
하여튼 사회의 암세포들,1706,화자3,"혐오,비난",1,0,0,0,1,0,0,0
보적보 레전드다ㅋㅋㅋㅋㅋ,1707,화자1,"혐오,비난",1,0,0,0,1,0,0,0
줌마들이 많이봐서그래,1707,화자2,혐오,1,0,0,0,0,0,0,0
하여튼 애싸개들은 출산직후에 그냥 일괄 폐사시켜야됨,1707,화자1,"혐오,비난,폭력,범죄",1,0,1,0,1,0,1,0
천재냐? 출마해라,1707,화자2,"혐오,폭력",1,0,0,0,0,0,1,0
기탁이번 무대 레전드,1708,화자1,비도덕 아님,0,0,0,0,0,1,0,0
소뒷걸음질치다가 한번 터뜨렸다고 난리났네 얼빠 피싸개들,1708,화자2,"혐오,비난",1,0,0,0,1,0,0,0
하여튼 뷰지들은 노래를 듣는게 아니라 얼굴만보네,1708,화자3,"혐오,비난,선정",1,1,0,0,1,0,0,0
변정호기탁 둘이 bl물 찍는거 뭐임?,1709,화자1,비난,0,0,0,0,1,0,0,0
그 둘 엮어서 불호만드려는거지 지금?,1709,화자2,혐오,1,0,0,0,0,0,0,0
게이밴드냐 역겹다,1709,화자3,"혐오,비난",1,0,0,0,1,0,0,0
입덕영상 못보겠다 하,1710,화자1,비도덕 아님,0,0,0,0,0,1,0,0
제작진들 bl미는거 역겨운데 지들만몰라,1710,화자1,"혐오,비난",1,0,0,0,1,0,0,0
아씨 입덕영상은 봐야되는데 bl은 보기 두려워서 고민됨,1710,화자2,혐오,1,0,0,0,0,0,0,0
걍 안보는거 추천함,1710,화자3,혐오,1,0,0,0,0,0,0,0
입덕영상뭐냐 음악프로에서 갑자기 게이드라마를 찍노,1711,화자1,비난,0,0,0,0,1,0,0,0
재미도 없고 감흥도 없고 저런거 트위터에서나 좋아하지,1711,화자2,비도덕 아님,0,0,0,0,0,1,0,0
트위터 페미밭이라던데 페미들이 저런 똥꼬충들 좋아하나봐?,1711,화자3,"혐오,비난",1,0,0,0,1,0,0,0
아니 남녀혼성프로에서 왜 남자들을 엮어대는거임 빡치게ㅋㅋ,1712,화자1,혐오,1,0,0,0,0,0,0,0
입덕하려다가 탈주했음 보기 거북하게 뭐하는짓인지,1712,화자2,혐오,1,0,0,0,0,0,0,0
여자들 자꾸 지들은 저런거 싫어한대ㅋ,1713,화자1,비도덕 아님,0,0,0,0,0,1,0,0
확실히 여자들이 사기도 잘치고 그짓말도 잘쳐,1713,화자2,"혐오,비난",1,0,0,0,1,0,0,0
거의 싸이코패스급ㄷㄷ,1713,화자1,"혐오,비난",1,0,0,0,1,0,0,0
앞에서는 공감하면서 뒤에서는 뒷담까는게 뷰지들이잖아,1713,화자3,"혐오,비난,선정",1,1,0,0,1,0,0,0
학생때부터 여자애들 뒷다마까는 꼴 보면 모르냐,1713,화자3,"혐오,비난",1,0,0,0,1,0,0,0
여자 넷이서 단톡있으면 셋이서 따로 톡 파는게 뷰지임 통수의 세계 속지마라,1713,화자4,"차별,혐오,비난,선정",1,1,0,0,1,0,0,1
엌ㅋㅋㅋㅋㅋ 우정 따윈 없는 동물의 왕국이노,1713,화자2,"혐오,비난",1,0,0,0,1,0,0,0
줌마 제작진들 자꾸 남자들끼리 엮어대는거 짜증나죽겠음,1714,화자1,"혐오,비난",1,0,0,0,1,0,0,0
상폐들이 주제를 몰라,1714,화자2,혐오,1,0,0,0,0,0,0,0
비하인드 영상으로 뭐 올려줬으면 좋겠음?,1715,화자1,비도덕 아님,0,0,0,0,0,1,0,0
뭐든간에 역겨운 bl만 아니면 돼,1715,화자2,혐오,1,0,0,0,0,0,0,0
아니 저런 게이영상은 왜찍는거야,1716,화자1,"혐오,비난",1,0,0,0,1,0,0,0
아 그래도 비하인드인게 낫지 본방이었어봐,1716,화자2,혐오,1,0,0,0,0,0,0,0
와씨 더 끔찍하다,1716,화자1,"혐오,비난",1,0,0,0,1,0,0,0
제작진들이 줌마라서그래;;,1716,화자2,혐오,1,0,0,0,0,0,0,0
하여튼 줌마한테 일을 왜시키냐 다 짤라야돼,1716,화자1,"차별,혐오",1,0,0,0,0,0,0,1
아니 입덕영상은 제작진이 시키는거임?,1717,화자1,비도덕 아님,0,0,0,0,0,1,0,0
무슨영상?,1717,화자2,비도덕 아님,0,0,0,0,0,1,0,0
변정호영상 멘트 제작진이 짜줬나..,1717,화자1,비도덕 아님,0,0,0,0,0,1,0,0
아 나도 그 게이영상 보고 질겁했음,1717,화자2,혐오,1,0,0,0,0,0,0,0
나도 bl스러운거보고 소름끼쳐서 갑자기 정떨어짐,1717,화자3,혐오,1,0,0,0,0,0,0,0
입덕이 아니라 탈덕영상임 비호감되는디요..,1717,화자2,혐오,1,0,0,0,0,0,0,0
내가 말했지 노제 곧 까일거같다고ㅋㅋㅋㅋ,1718,화자1,비도덕 아님,0,0,0,0,0,1,0,0
예쁘니까 페미언냐들한테 밉보인거임ㅠ,1718,화자2,혐오,1,0,0,0,0,0,0,0
여자도 예쁜여자 좋아한다고 우기더니ㅋㅋㅋㅋ,1718,화자3,비난,0,0,0,0,1,0,0,0
그건 일반적인 여자고 사회에 불만 그득한 메퇘지들은 예쁜여자만 보면 부들대느라 바쁨,1718,화자2,"혐오,비난",1,0,0,0,1,0,0,0
돼지들 부들대느라 고생이 많다,1718,화자3,"혐오,비난",1,0,0,0,1,0,0,0
스우파 시청층 30대 남성이 제일 많대 의외다,1719,화자1,비도덕 아님,0,0,0,0,0,1,0,0
남성성 다 재기했노,1719,화자2,"비난,폭력",0,0,0,0,1,0,1,0
게이들이 이태원가서 따라추려고하는거지 형냐 몰랐어?,1719,화자3,혐오,1,0,0,0,0,0,0,0
윈트 보적보당하는듯,1720,화자1,"혐오,비난,선정",1,1,0,0,1,0,0,0
갑자기 시기당하는 느낌이긴 해,1720,화자2,비도덕 아님,0,0,0,0,0,1,0,0
똥꼬충들이 견제하는거야ㅋ,1720,화자3,"혐오,선정",1,1,0,0,0,0,0,0
다음라운드 보적보 타겟 로잘린에서 노제로 넘어갈삘,1721,화자1,"혐오,선정",1,1,0,0,0,0,0,0
예고편 보니까 노제가 딱 멧돼지들 타겟될거같음,1721,화자2,"혐오,비난",1,0,0,0,1,0,0,0
야 아무리 이채연이 못해도 다른 댄서들이랑 급이 달라ㅋ,1722,화자1,비도덕 아님,0,0,0,0,0,1,0,0
오우 _ 글에서 쉰내난다,1722,화자2,"혐오,비난",1,0,0,0,1,0,0,0
한남들 이채연이 만만해보이니까 타겟잡아서 보적자하잖아,1723,화자1,"비난,선정,혐오",1,1,0,0,1,0,0,0
괜히 만만해보이니까 가스라이팅,1723,화자2,비난,0,0,0,0,1,0,0,0
다른 댄서들은 좀 _보이니까 식민남성 도태남들 아무말도 못하고 ㅉㅉ,1723,화자3,"비난,혐오",1,0,0,0,1,0,0,0
내기준 시즌1보다 시즌2가 재미있다,1724,화자1,비도덕 아님,0,0,0,0,0,1,0,0
ㅇㅇ시즌1은 역겨운 브로맨스 안밀었다ㅋ,1724,화자2,"혐오,비난",1,0,0,0,1,0,0,0
앞으로 임기옹변팀이 아니라 LGBT팀이라고 불러야겠네ㅋ,1725,화자1,비도덕 아님,0,0,0,0,0,1,0,0
저희 트렌스젠더게이레즈빌리언페도필리아페미니스트는 이 커플링을 지지합니다^^,1725,화자2,"혐오,비난",1,0,0,0,1,0,0,0
방송에서 게이코드 보이는거 거북하다,1726,화자1,혐오,1,0,0,0,0,0,0,0
그거 여자들이 게이코드 좋아해서그래 게이가 좀 다정하잖아,1726,화자2,혐오,1,0,0,0,0,0,0,0
웩 여자들이 게이 좋아한다고 누가그럼 싫은데;;,1726,화자3,"혐오,비난",1,0,0,0,1,0,0,0
제작진들 대결구도 만드는건 좋은데 게이코드로는 가지말자 제발,1727,화자1,"혐오,비난",1,0,0,0,1,0,0,0
찐팬들 남기려면 밴드음악은 남성성을 강조해야되는데 제작진이 감없음,1727,화자2,"혐오,비난",1,0,0,0,1,0,0,0
게이코드 좋아하는 줌마들은 어차피 금방 아이돌로 갈아탈건데 누굴 타겟팅해야되는지 모름,1727,화자3,"혐오,비난",1,0,0,0,1,0,0,0
밴드에 게이코드가 말이되냐;;,1727,화자2,혐오,1,0,0,0,0,0,0,0
임기옹변팀은 한계가 보임,1728,화자1,비도덕 아님,0,0,0,0,0,1,0,0
무대 한개밖에 안했는데 한계 어쩌구 하는거 웃김,1728,화자2,비도덕 아님,0,0,0,0,0,1,0,0
ㅈ문가 납셨네ㅋㅋㅋㅋ,1728,화자3,"비난,선정,욕설",0,1,0,1,1,0,0,0
예지는 노래를 저렇게밖에 못하나?,1729,화자1,비도덕 아님,0,0,0,0,0,1,0,0
슈밴2에서 탑급아닌가,1729,화자2,비도덕 아님,0,0,0,0,0,1,0,0
한녀 종특인가 싸구려 괴성이나 지르는게 노래냐,1729,화자1,"비난,혐오",1,0,0,0,1,0,0,0
예지 목소리 난 시끄럽던데,1730,화자1,비도덕 아님,0,0,0,0,0,1,0,0
아 보적보의 냄새가 난다,1730,화자2,"혐오,비난,선정",1,1,0,0,1,0,0,0
혹시 려성동무이십네까?ㅋㅋ,1730,화자3,"혐오,비난",1,0,0,0,1,0,0,0
조선에서 한녀로 태어나는거보다 수치스러운게 있나ㅋㅋ 한녀라고 어케말하노,1730,화자4,"혐오,비난",1,0,0,0,1,0,0,0
데미안 뷰지 입장에서 보면 설레게 생기지 않았노,1731,화자1,선정,0,1,0,0,0,0,0,0
우웩 게이다,1731,화자2,혐오,1,0,0,0,0,0,0,0
싸이언 형형거리는거 좀 귀엽ㅋㅋㅋㅋ,1732,화자1,비도덕 아님,0,0,0,0,0,1,0,0
약간 오글거리지만 귀여운거 ㅇㅈ,1732,화자2,비도덕 아님,0,0,0,0,0,1,0,0
오글거리는걸 넘어서 토나오던데ㅋ,1732,화자3,비난,0,0,0,0,1,0,0,0
예지는 뜨려면 보컬 고쳐야됨 리한나처럼 해야지,1733,화자1,비도덕 아님,0,0,0,0,0,1,0,0
듣기 피로해 창센징들은 목소리부터 똥구린내나는데 강약조절도 안되면 어쩌라는거임ㅠ,1733,화자2,"혐오,비난",1,0,0,0,1,0,0,0
뭐야 저 똥내나게생긴 듣보잡부터 치우고 짓걸여,1733,화자3,혐오,1,0,0,0,0,0,0,0
예지보다 훨씬 유명한데 듣보잡이라니ㅋㅋ,1733,화자1,비도덕 아님,0,0,0,0,0,1,0,0
죽이기 전에 말걸지마라,1733,화자3,범죄,0,0,1,0,0,0,0,0
조현병 환자야 마지막으로 차단박기전에 한마디할테니까 잘들어라,1734,화자1,"비난,혐오",1,0,0,0,1,0,0,0
아 얘도 관심종자네,1734,화자2,비난,0,0,0,0,1,0,0,0
계몽시켜주면 감사한줄알아 음알못아,1734,화자1,비난,0,0,0,0,1,0,0,0
동렬이 진짜 왜 그러냐ㅋㅋㅋㅋ,1735,화자1,비도덕 아님,0,0,0,0,0,1,0,0
얼마전에 동렬이 어머니 뵙고왔다,1735,화자2,비도덕 아님,0,0,0,0,0,1,0,0
배안에 동렬이있는거 알고 계단에서 굴렀는데 바퀴벌레처럼 태어났다고 한숨쉬시더라^^,1735,화자2,"비난,폭력",0,0,0,0,1,0,1,0
유_ 알고리즘 뭐냐 갑자기 페미영상나옴,1736,화자1,비도덕 아님,0,0,0,0,0,1,0,0
윽 페미소굴 구경한 소감이 어때,1736,화자2,혐오,1,0,0,0,0,0,0,0
간첩 구경 재밌더라^^,1736,화자1,"혐오,비난",1,0,0,0,1,0,0,0
우와 페미다,1737,화자1,비도덕 아님,0,0,0,0,0,1,0,0
뭐야 너도 부위별로 썰어줘?,1737,화자2,"폭력,범죄",0,0,1,0,0,0,1,0
메갈이냐?ㅋㅋ,1738,화자1,비도덕 아님,0,0,0,0,0,1,0,0
ㅇㅇ나 메갈인데?,1738,화자2,비도덕 아님,0,0,0,0,0,1,0,0
그걸 당당하게 말하네ㅋㅋㅋ,1738,화자1,"혐오,비난",1,0,0,0,1,0,0,0
정신병인지도 모르고 뭐가 자랑스럽다고ㅉ,1738,화자1,"혐오,비난",1,0,0,0,1,0,0,0
한심하다 실제로는 남자앞에서 애교떨기 바쁠듯,1738,화자3,"혐오,비난",1,0,0,0,1,0,0,0
ㄹㅇ인터넷에서 이러는애들 현실에서는 남자한테 죽고못사는애들이더라ㅎ,1738,화자1,"혐오,비난",1,0,0,0,1,0,0,0
오늘 민수가 여중생 가슴 시선강제로함 내가 옆에서 봄,1739,화자1,"범죄,선정",0,1,1,0,0,0,0,0
왜그러고사냐ㅋㅋㅋㅋㅋㅋㅋ,1739,화자2,비도덕 아님,0,0,0,0,0,1,0,0
아니 근데 진짜 크긴했어ㅋㅋㅋㅋ,1739,화자1,선정,0,1,0,0,0,0,0,0
철수가 보면 바로 코박죽할듯ㅎ,1739,화자1,선정,0,1,0,0,0,0,0,0
항공과 치어리더 걔 진짜 청순하던데,1740,화자1,비도덕 아님,0,0,0,0,0,1,0,0
핑거링하고싶음,1740,화자2,선정,0,1,0,0,0,0,0,0
질척하게 __,1740,화자3,선정,0,1,0,0,0,0,0,0
항공과면 치어리더 있지않음?,1741,화자1,비도덕 아님,0,0,0,0,0,1,0,0
와씨 얼굴볼생각에 설렌다,1741,화자2,비도덕 아님,0,0,0,0,0,1,0,0
얼굴만보냐 맛도 한번 보자ㅋ,1741,화자3,선정,0,1,0,0,0,0,0,0
다들 한입씩 ㄱㄱ,1741,화자2,선정,0,1,0,0,0,0,0,0
나 지연이한테 안에다 싸암 어제ㅋ,1742,화자1,선정,0,1,0,0,0,0,0,0
ㅗㅜㅑ이제 9달만 기다리면 되는거임?,1742,화자2,비도덕 아님,0,0,0,0,0,1,0,0
야 설마 임신하겠냐ㅋㅋ,1742,화자1,비도덕 아님,0,0,0,0,0,1,0,0
나라면 불안해서 배빵했음,1742,화자2,"폭력,범죄",0,0,1,0,0,0,1,0
하복부 강타 !,1742,화자3,"폭력,범죄",0,0,1,0,0,0,1,0
아 처리 깔끔하다~~,1742,화자2,"폭력,범죄",0,0,1,0,0,0,1,0
조별과제하는데 여자 두명 무임승차함ㅡㅡ,1743,화자1,비도덕 아님,0,0,0,0,0,1,0,0
뭐야 이름빼,1743,화자2,비도덕 아님,0,0,0,0,0,1,0,0
근데 둘이 맨날 팀즈로 뭐 회의하고있긴함 뭐하는거지,1743,화자1,비도덕 아님,0,0,0,0,0,1,0,0
몸캠하나ㅋ,1743,화자2,선정,0,1,0,0,0,0,0,0
아 몸캠이었네ㅋㅋㅋㅋㅋㅋ 얘들아 나도 껴주라!^^,1743,화자1,선정,0,1,0,0,0,0,0,0
팀플하는데 여자들은 결국 기여도 0,1744,화자1,비도덕 아님,0,0,0,0,0,1,0,0
무임승차ㅡㅡ 이름 빼버려,1744,화자2,비도덕 아님,0,0,0,0,0,1,0,0
ㅂㅈ보여달라하고 이름은 넣어줘라ㅋㅋ,1744,화자3,"범죄,선정",0,1,1,0,0,0,0,0
이왕 넣을거면 내꺼를 넣어야지ㅎ,1744,화자1,"범죄,선정",0,1,1,0,0,0,0,0
수학학원 조교알바 어떰,1745,화자1,비도덕 아님,0,0,0,0,0,1,0,0
여고딩 훈육조교ㄱㄱ,1745,화자2,"범죄,선정",0,1,1,0,0,0,0,0
좋다 조교되면 성매매 해야겠다ㅎ,1745,화자1,범죄,0,0,1,0,0,0,0,0
학원조교알바 어떠냐,1746,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그거 조교되면 여고딩한테 갑질가능아님? ㄱㅇㄷ,1746,화자2,범죄,0,0,1,0,0,0,0,0
브라 벗기기 쌉가능일듯 ㅗㅜㅑ,1746,화자3,"범죄,선정",0,1,1,0,0,0,0,0
벗으세요!,1746,화자2,"범죄,선정",0,1,1,0,0,0,0,0
그러면 넴 하고 벗는거임?ㅋㅋㅋㅋㅋ,1746,화자1,"범죄,선정",0,1,1,0,0,0,0,0
ㄷㄷ 끝났다,1746,화자3,"범죄,선정",0,1,1,0,0,0,0,0
얘들아 근데 첫경험에 임신해버리면 어떡함,1747,화자1,비도덕 아님,0,0,0,0,0,1,0,0
결혼해야지,1747,화자2,비도덕 아님,0,0,0,0,0,1,0,0
배빵연습해라 청춘아깝게 뭘 결혼을 하누,1747,화자3,"폭력,범죄",0,0,1,0,0,0,1,0
아 진짜 지연이 한번 먹는 방법 없냐?,1748,화자1,선정,0,1,0,0,0,0,0,0
내가봤을때 누드사진 확보해서 협박하는수밖에 없다니까,1748,화자2,"범죄,선정",0,1,1,0,0,0,0,0
아니면 걍 프사 캡쳐해서 딥페이크ㄱ,1748,화자2,"범죄,선정",0,1,1,0,0,0,0,0
